RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site
412,,17,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,17.0,,,Seedling,QURU,red_oak,Nature Park
413,,10,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
414,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
415,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
416,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,B,Unknown,Transect A,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
417,,25,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
418,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,B,Unknown,Transect A,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
419,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
420,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
421,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
422,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
423,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
424,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,Transect C (at Fern Station),,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station
425,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station
426,,14,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,14.0,,,Seedling,QUAL,white_oak,Fern Station
427,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,30.0,,,Seedling,QUAL,white_oak,Fern Station
428,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station
429,,26,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,26.0,,,Seedling,QUAL,white_oak,Fern Station
430,,20,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,20.0,,,Seedling,QUAL,white_oak,Fern Station
431,,15,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station
432,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station
433,,19,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,19.0,,,Seedling,QUAL,white_oak,Fern Station
434,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station
435,,20,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,QUAL,white_oak,Fern Station
436,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station
437,,15,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station
438,,12,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station
439,,26,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,26.0,,,Seedling,QUAL,white_oak,Fern Station
440,,10,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,QUAL,white_oak,Fern Station
441,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station
442,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station
443,,18,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station
444,,43,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,43.0,,,Seedling,QUAL,white_oak,Fern Station
445,,27,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,27.0,,,Seedling,QUAL,white_oak,Fern Station
446,,14,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,14.0,,,Seedling,QUAL,white_oak,Fern Station
447,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station
448,,22,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,22.0,,,Seedling,QUAL,white_oak,Fern Station
449,,48,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,48.0,,,Seedling,QUAL,white_oak,Fern Station
450,,20,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,QUAL,white_oak,Fern Station
451,,17,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,17.0,,,Seedling,QURU,red_oak,Fern Station
452,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station
453,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station
454,,31,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,31.0,,,Seedling,QUAL,white_oak,Fern Station
455,,35,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,35.0,,,Seedling,QUAL,white_oak,Fern Station
456,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station
457,,23,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,23.0,,,Seedling,QUAL,white_oak,Fern Station
458,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,21.0,,,Seedling,QUAL,white_oak,Fern Station
459,,11,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,11.0,,,Seedling,QUAL,white_oak,Fern Station
460,,13,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station
461,,28,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,28.0,,,Seedling,QUAL,white_oak,Fern Station
462,,15,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Fern Station
463,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station
464,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station
465,,10,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,QUAL,white_oak,Fern Station
466,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,21.0,,,Seedling,QUAL,white_oak,Fern Station
467,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,30.0,,,Seedling,QUAL,white_oak,Fern Station
468,,12,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
469,,7,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,7.0,,,Seedling,QUAL,white_oak,Fern Station
470,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station
471,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station
472,,12,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
473,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,30.0,,,Seedling,QUAL,white_oak,Fern Station
474,,13,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,13.0,,,Seedling,QURU,red_oak,Fern Station
475,,17,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station
476,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,21.0,,,Seedling,QUAL,white_oak,Fern Station
477,,18,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QURU,red_oak,Fern Station
478,,16,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,16.0,,,Seedling,QURU,red_oak,Fern Station
479,,17,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station
480,,12,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
481,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station
482,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station
483,,9,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,9.0,,,Seedling,QURU,red_oak,Fern Station
484,,10,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Fern Station
485,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station
486,,20,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Fern Station
487,,25,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,↓,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Fern Station
488,,20,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,"other 1/2 of 10x20, only checked for QURU",,B,Browsed,20.0,,,Seedling,QURU,red_oak,Fern Station
489,,17,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,17.0,,,Seedling,QURU,red_oak,Fern Station
490,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station
491,,14,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,14.0,,,Seedling,QURU,red_oak,Fern Station
492,,12,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
493,,17,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,17.0,,,Seedling,QURU,red_oak,Fern Station
494,,14,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,14.0,,,Seedling,QURU,red_oak,Fern Station
495,,15,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,↓,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Fern Station
496,,12,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station
497,,13,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,13.0,,,Seedling,NAN,non_oak,Fern Station
498,,14,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,14.0,,,Seedling,NAN,non_oak,Fern Station
499,,30,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,30.0,,,Seedling,NAN,non_oak,Fern Station
500,,25,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,25.0,,,Seedling,NAN,non_oak,Fern Station
501,,26,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,26.0,,,Seedling,NAN,non_oak,Fern Station
502,,20,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,20.0,,,Seedling,NAN,non_oak,Fern Station
503,,15,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,15.0,,,Seedling,NAN,non_oak,Fern Station
504,,15,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,non_oak,Fern Station
505,,19,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,19.0,,,Seedling,NAN,non_oak,Fern Station
506,,18,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
507,,20,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,non_oak,Fern Station
508,,18,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
509,,15,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,15.0,,,Seedling,NAN,non_oak,Fern Station
510,,12,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,12.0,,,Seedling,NAN,non_oak,Fern Station
511,,26,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,26.0,,,Seedling,NAN,non_oak,Fern Station
512,,10,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QUAL,white_oak,Fern Station
513,,12,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,12.0,,,Seedling,NAN,non_oak,Fern Station
514,,12,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,12.0,,,Seedling,NAN,non_oak,Fern Station
515,,18,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
516,,13,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,13.0,,,Seedling,NAN,non_oak,Fern Station
517,,27,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,27.0,,,Seedling,NAN,non_oak,Fern Station
518,,14,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,14.0,,,Seedling,NAN,non_oak,Fern Station
519,,15,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,non_oak,Fern Station
520,,22,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,22.0,,,Seedling,NAN,non_oak,Fern Station
521,,48,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,48.0,,,Seedling,NAN,non_oak,Fern Station
522,,20,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,non_oak,Fern Station
523,,17,2024-09-30 00:00:00,Fern Station,QURU,N,Unknown,,,N,Not browsed,17.0,,,Seedling,QURU,red_oak,Fern Station
524,,25,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station
525,,13,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,13.0,,,Seedling,NAN,non_oak,Fern Station
526,,31,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,31.0,,,Seedling,NAN,non_oak,Fern Station
527,,35,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,35.0,,,Seedling,NAN,non_oak,Fern Station
528,,25,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station
529,,23,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,23.0,,,Seedling,NAN,non_oak,Fern Station
530,,21,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,21.0,,,Seedling,NAN,non_oak,Fern Station
531,,11,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,11.0,,,Seedling,NAN,non_oak,Fern Station
532,,13,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,13.0,,,Seedling,NAN,non_oak,Fern Station
533,,28,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,28.0,,,Seedling,NAN,non_oak,Fern Station
534,,15,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Fern Station
535,,18,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station
536,,18,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
537,,10,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,10.0,,,Seedling,NAN,non_oak,Fern Station
538,,21,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,21.0,,,Seedling,NAN,non_oak,Fern Station
539,,30,2024-09-30 00:00:00,Fern Station,nan,B,Unknown,,,B,Browsed,30.0,,,Seedling,NAN,non_oak,Fern Station
540,,12,2024-09-30 00:00:00,Fern Station,QURU,N,Unknown,,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
541,,7,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,7.0,,,Seedling,NAN,non_oak,Fern Station
542,,13,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,13.0,,,Seedling,NAN,non_oak,Fern Station
543,,15,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,non_oak,Fern Station
544,,12,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
545,,30,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,30.0,,,Seedling,QUAL,white_oak,Fern Station
546,,13,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,13.0,,,Seedling,QURU,red_oak,Fern Station
547,,17,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,Not browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station
548,,21,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,21.0,,,Seedling,NAN,non_oak,Fern Station
549,,18,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,18.0,,,Seedling,QURU,red_oak,Fern Station
550,,16,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,16.0,,,Seedling,NAN,non_oak,Fern Station
551,,17,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station
552,,12,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station
553,,18,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
554,,18,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
555,,9,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,9.0,,,Seedling,NAN,non_oak,Fern Station
556,,10,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,10.0,,,Seedling,NAN,non_oak,Fern Station
557,,18,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,non_oak,Fern Station
558,,20,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,non_oak,Fern Station
559,,15,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,non_oak,Fern Station
560,,20,2024-09-30 00:00:00,Fern Station,nan,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,non_oak,Fern Station
561,,46,2024-09-30 00:00:00,Fern Station,QUAL,Unknown,Unknown,,,Unknown,Unknown,46.0,,,Seedling,QUAL,white_oak,Fern Station
562,,11,2024-09-30 00:00:00,Fern Station,QURU,Unknown,Unknown,,,Unknown,Unknown,11.0,,,Seedling,QURU,red_oak,Fern Station
563,71,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,71.0,,Adult,UNKNOWN,non_oak,Nature Park
564,15,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,15.0,,Unknown,UNKNOWN,non_oak,Nature Park
565,68,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,68.0,,Adult,UNKNOWN,non_oak,Nature Park
566,77,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,77.0,,Adult,UNKNOWN,non_oak,Nature Park
567,66,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,66.0,,Adult,UNKNOWN,non_oak,Nature Park
568,38,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,38.0,,Adult,UNKNOWN,non_oak,Nature Park
569,42,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,42.0,,Adult,UNKNOWN,non_oak,Nature Park
570,69,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,69.0,,Adult,UNKNOWN,non_oak,Nature Park
571,31,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,31.0,,Adult,UNKNOWN,non_oak,Nature Park
572,46,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,46.0,,Adult,UNKNOWN,non_oak,Nature Park
573,28,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,28.0,,Adult,UNKNOWN,non_oak,Nature Park
574,48,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,48.0,,Adult,UNKNOWN,non_oak,Nature Park
575,34,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,34.0,,Adult,UNKNOWN,non_oak,Nature Park
576,33,,2024-10-06 00:00:00,W3 Transect,Unknown,Unknown,Unknown,,,Unknown,Unknown,,33.0,,Adult,UNKNOWN,non_oak,Nature Park
577,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,"""Transect D""",,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
578,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
579,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
580,,15,2024-10-06 00:00:00,Fern Station,R,B,Unknown,,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station
581,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
582,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
583,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
584,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station
585,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
586,,10,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,Browsed,10.0,,,Seedling,W,white_oak,Fern Station
587,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
588,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
589,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
590,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
591,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
592,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
593,,10,2024-10-06 00:00:00,Fern Station,W,B,Unknown,,,B,Browsed,10.0,,,Seedling,W,white_oak,Fern Station
594,,5,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station
595,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
596,,20,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
597,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
598,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station
599,,10,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
600,,15,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
601,,20,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
602,,15,2024-10-06 00:00:00,Fern Station,W,N,Unknown,,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station
603,,10,2024-10-06 00:00:00,Fern Station,R,N,Unknown,,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
