RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site,height_class,Lat,Lon
379,,30,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,30.0,,,Sapling,QURU,red_oak,Nature Park,30–60,,
380,,30,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,30.0,,,Sapling,QURU,red_oak,Nature Park,30–60,,
381,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
382,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
383,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
384,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
385,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
386,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
387,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
388,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
389,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
390,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
391,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
392,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
393,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
394,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
395,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
396,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
397,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
398,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
399,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
400,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
401,,25,2024-09-22 00:00:00,SHS,QURU,B,Unknown,SHS = Sassafrass Hill South,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
402,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
403,,20,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
404,,25,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
405,,10,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
406,,10,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
407,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
408,,20,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
409,,20,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
410,,22,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,22.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
411,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
412,,17,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,17.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
413,,10,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
414,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
415,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
416,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,B,Unknown,Transect A,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
417,,25,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
418,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,B,Unknown,Transect A,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
419,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
420,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
421,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
422,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
423,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
424,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,Transect C (at Fern Station),,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
425,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
426,,14,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,14.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
427,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,30.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
428,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
429,,26,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,26.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
430,,20,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,20.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
431,,15,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
432,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
433,,19,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,19.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
434,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
435,,20,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
436,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
437,,15,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
438,,12,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
439,,26,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,26.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
440,,10,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
441,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
442,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
443,,18,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
444,,43,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,43.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
445,,27,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,27.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
446,,14,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,14.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
447,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
448,,22,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,22.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
449,,48,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,48.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
450,,20,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
451,,17,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,17.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
452,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
453,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
454,,31,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,31.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
455,,35,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,35.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
456,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
457,,23,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,23.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
458,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,21.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
459,,11,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,11.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
460,,13,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
461,,28,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,28.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
462,,15,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
463,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
464,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
465,,10,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
466,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,21.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
467,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,30.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
468,,12,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
469,,7,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,7.0,,,Seedling,QUAL,white_oak,Fern Station,<10,,
470,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,13.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
471,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
472,,12,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
473,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,30.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
474,,13,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,13.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
475,,17,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
476,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,Not browsed,21.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
477,,18,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,18.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
478,,16,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,16.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
479,,17,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,Browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
480,,12,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
481,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
482,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
483,,9,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,9.0,,,Seedling,QURU,red_oak,Fern Station,<10,,
484,,10,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
485,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
486,,20,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
487,,25,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,↓,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
488,,20,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,"other 1/2 of 10x20, only checked for QURU",,B,Browsed,20.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
489,,17,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,Browsed,17.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
490,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,18.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
491,,14,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,14.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
492,,12,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
493,,17,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,17.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
494,,14,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,Not browsed,14.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
495,,15,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,↓,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
496,,12,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,Not browsed,12.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
497,,13,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,13.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
498,,14,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,14.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
499,,30,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,30.0,,,Sapling,NAN,unknown,Fern Station,30–60,,
500,,25,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,25.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
501,,26,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,26.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
502,,20,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,20.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
503,,15,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,15.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
504,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
505,,19,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,19.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
506,,18,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
507,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
508,,18,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
509,,15,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,15.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
510,,12,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,12.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
511,,26,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,26.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
512,,10,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
513,,12,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,12.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
514,,12,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,12.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
515,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
516,,13,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,13.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
517,,27,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,27.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
518,,14,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,14.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
519,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
520,,22,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,22.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
521,,48,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,48.0,,,Sapling,NAN,unknown,Fern Station,30–60,,
522,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,20.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
523,,17,2024-09-30 00:00:00,Fern Station,QURU,N,Unknown,,,N,Not browsed,17.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
524,,25,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
525,,13,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,13.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
526,,31,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,31.0,,,Sapling,NAN,unknown,Fern Station,30–60,,
527,,35,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,35.0,,,Sapling,NAN,unknown,Fern Station,30–60,,
528,,25,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,25.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
529,,23,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,23.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
530,,21,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,21.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
531,,11,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,11.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
532,,13,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,13.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
533,,28,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,28.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
534,,15,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
535,,18,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,18.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
536,,18,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
537,,10,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,10.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
538,,21,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,21.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
539,,30,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,Browsed,30.0,,,Sapling,NAN,unknown,Fern Station,30–60,,
540,,12,2024-09-30 00:00:00,Fern Station,QURU,N,Unknown,,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
541,,7,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,7.0,,,Seedling,NAN,unknown,Fern Station,<10,,
542,,13,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,13.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
543,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,15.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
544,,12,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
545,,30,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,30.0,,,Sapling,QUAL,white_oak,Fern Station,30–60,,
546,,13,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,13.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
547,,17,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,Not browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
548,,21,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,21.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
549,,18,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,18.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
550,,16,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,16.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
551,,17,2024-09-30 00:00:00,Fern Station,QUAL,B,Unknown,,,B,Browsed,17.0,,,Seedling,QUAL,white_oak,Fern Station,10–30,,
552,,12,2024-09-30 00:00:00,Fern Station,QURU,B,Unknown,,,B,Browsed,12.0,,,Seedling,QURU,red_oak,Fern Station,10–30,,
553,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
554,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
555,,9,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,9.0,,,Seedling,NAN,unknown,Fern Station,<10,,
556,,10,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,10.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
557,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,Not browsed,18.0,,,Seedling,NAN,unknown,Fern Station,10–30,,
