RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site,browsed_bin,Date_parsed,height_class,coord_lat,coord_lon
359,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
360,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
361,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
362,,25,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
363,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
364,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
365,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
366,,25,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
367,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
368,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
369,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
370,,30,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,30.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,30–99 cm,,
371,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
372,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
373,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
374,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
375,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
376,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
377,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
378,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
379,,30,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,30.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,30–99 cm,,
380,,30,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,30.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,30–99 cm,,
381,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
382,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
383,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
384,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
385,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
386,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
387,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
388,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
389,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
390,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
391,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
392,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
393,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
394,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
395,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
396,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
397,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
398,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
399,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
400,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
401,,25,2024-09-22 00:00:00,SHS,QURU,B,Unknown,SHS = Sassafrass Hill South,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
402,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
403,,20,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
404,,25,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
405,,10,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
406,,10,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
407,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
408,,20,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
409,,20,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
410,,22,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,22.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
411,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
412,,17,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,,17.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
413,,10,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-22,10–29 cm,,
414,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
415,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
416,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,B,Unknown,Transect A,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
417,,25,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect A,,N,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
418,,10,2024-09-26 00:00:00,South Quarry Forest,QURU,B,Unknown,Transect A,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
419,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
420,,15,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
421,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
422,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
423,,20,2024-09-26 00:00:00,South Quarry Forest,QURU,N,Unknown,Transect B,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-26,10–29 cm,,
424,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,Transect C (at Fern Station),,N,,12.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
425,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,13.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
426,,14,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,14.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
427,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,30.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
428,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,25.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
429,,26,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,26.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
430,,20,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,20.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
431,,15,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,15.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
432,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,15.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
433,,19,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,19.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
434,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,18.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
435,,20,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,20.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
436,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,18.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
437,,15,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,15.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
438,,12,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,12.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
439,,26,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,26.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
440,,10,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,10.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
441,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,12.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
442,,12,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,12.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
443,,18,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,18.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
444,,43,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,43.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
445,,27,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,27.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
446,,14,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,14.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
447,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,15.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
448,,22,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,22.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
449,,48,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,48.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
450,,20,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,20.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
451,,17,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,17.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
452,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,25.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
453,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,13.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
454,,31,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,31.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
455,,35,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,35.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
456,,25,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,25.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
457,,23,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,23.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
458,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,21.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
459,,11,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,11.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
460,,13,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,13.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
461,,28,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,28.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
462,,15,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,,15.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
463,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,18.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
464,,18,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,18.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
465,,10,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,10.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
466,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,21.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
467,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,30.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
468,,12,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
469,,7,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,7.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,<10 cm,,
470,,13,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,13.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
471,,15,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,15.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
472,,12,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
473,,30,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,30.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,30–99 cm,,
474,,13,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,,13.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
475,,17,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,17.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
476,,21,2024-09-29 00:00:00,Fern Station,QUAL,N,Unknown,|,,N,,21.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
477,,18,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,,18.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
478,,16,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,16.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
479,,17,2024-09-29 00:00:00,Fern Station,QUAL,B,Unknown,|,,B,,17.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-29,10–29 cm,,
480,,12,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
481,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,18.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
482,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,18.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
483,,9,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,9.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,<10 cm,,
484,,10,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,10.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
485,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,18.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
486,,20,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,20.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
487,,25,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,↓,,N,,25.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
488,,20,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,"other 1/2 of 10x20, only checked for QURU",,B,,20.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
489,,17,2024-09-29 00:00:00,Fern Station,QURU,B,Unknown,|,,B,,17.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
490,,18,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,18.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
491,,14,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,14.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
492,,12,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,12.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
493,,17,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,17.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
494,,14,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,|,,N,,14.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
495,,15,2024-09-29 00:00:00,Fern Station,QURU,N,Unknown,↓,,N,,15.0,,,Seedling,QURU,red_oak,Fern Station,,2024-09-29,10–29 cm,,
496,,12,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,,12.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
497,,13,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,13.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
498,,14,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,14.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
499,,30,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,30.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,30–99 cm,,
500,,25,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,25.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
501,,26,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,26.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
502,,20,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,20.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
503,,15,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,15.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
504,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,15.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
505,,19,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,19.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
506,,18,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
507,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,20.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
508,,18,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
509,,15,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,15.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
510,,12,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,12.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
511,,26,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,26.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
512,,10,2024-09-30 00:00:00,Fern Station,QUAL,N,Unknown,,,N,,10.0,,,Seedling,QUAL,white_oak,Fern Station,,2024-09-30,10–29 cm,,
513,,12,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,12.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
514,,12,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,12.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
515,,18,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,18.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
516,,13,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,13.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
517,,27,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,27.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
518,,14,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,14.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
519,,15,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,15.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
520,,22,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,22.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
521,,48,2024-09-30 00:00:00,Fern Station,,B,Unknown,,,B,,48.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,30–99 cm,,
522,,20,2024-09-30 00:00:00,Fern Station,,N,Unknown,,,N,,20.0,,,Seedling,NAN,non-oak,Fern Station,,2024-09-30,10–29 cm,,
